Age,Gender,Occupation,Annual_Income,District,City,Pincode,Policy_Type,Premium_Amount,Coverage_Amount,Vehicle_Type,Vehicle_Brand,Vehicle_Model,Vehicle_Year,Vehicle_Value,Days_to_Report,Accident_Time,Road_Type,Weather,Police_Report,FIR_Number,Witness_Count,Hospital_Name,Garage_Name,Repair_Cost,Medical_Cost,Total_Claim_Amount,Previous_Claims,Previous_Fraud_History,Investigator_Assigned,Fraud_Label,Policy_Start_Year,Policy_Start_Month,Accident_Year,Accident_Month,Claim_Year,Claim_Month
51,0,1,2239500,8,8,641601,3,10580,1752319,2,0,3,2020,2035794,12,3,3,0,0,4079,0,3,4,164198,51916,216114,4,0,0,1,2025,1,2025,4,2025,4
52,1,5,190112,2,2,624001,3,14538,835590,0,0,3,2025,982075,10,2,3,1,1,673,2,3,4,132432,45125,177557,2,0,1,0,2025,5,2025,11,2025,12
53,0,7,882876,8,8,641601,3,24894,1222822,1,3,7,2012,1148457,4,1,2,1,1,1971,1,0,4,80758,28713,109471,0,0,0,0,2025,5,2025,7,2025,7
49,0,7,1182579,9,9,632001,2,34360,392075,0,2,10,2014,1168927,4,3,3,3,1,3856,2,3,3,25041,49198,74239,0,0,1,0,2025,11,2026,5,2026,5
60,1,8,2309397,3,3,638001,2,7390,2393414,1,0,14,2017,782350,7,3,0,2,1,2362,1,1,3,122919,98806,221725,2,0,0,0,2025,5,2025,10,2025,10
45,1,4,784578,1,1,641001,1,25752,1987532,0,0,3,2022,422233,12,2,3,4,0,4079,1,2,0,215388,5385,220773,2,0,0,1,2025,4,2025,5,2025,5
75,1,7,1581032,4,4,625001,2,27475,2203387,0,3,8,2024,2389950,2,1,0,4,1,3351,2,3,4,120202,60541,180743,3,0,1,0,2025,11,2025,11,2025,11
53,1,6,1473755,4,4,625001,2,23876,548217,0,3,0,2017,2456461,7,2,2,2,1,1131,2,0,0,68772,3720,72492,0,1,0,0,2025,4,2026,1,2026,1
33,0,5,2480634,8,8,641601,3,27455,2692510,1,1,9,2013,329802,4,2,2,1,1,1354,3,1,0,201771,77700,279471,2,0,0,0,2025,3,2025,11,2025,11
23,0,7,1301264,7,7,620001,1,3362,2683413,1,1,9,2020,652848,5,2,2,4,0,4079,2,0,4,247549,26833,274382,5,0,0,1,2025,11,2026,9,2026,9
34,0,8,2391364,6,6,613001,1,39509,1439012,2,2,2,2023,1381520,10,0,1,2,1,833,2,2,2,55965,21078,77043,1,0,1,0,2025,11,2025,12,2026,1
51,1,6,2150461,4,4,625001,0,3974,2382737,2,3,7,2023,1200064,2,1,3,3,1,1199,1,1,4,44561,29578,74139,1,0,1,0,2025,10,2025,12,2025,12
55,0,6,1038281,8,8,641601,0,20005,1501917,0,3,8,2022,761384,12,1,2,4,1,1698,1,0,4,78560,44889,123449,1,1,1,0,2025,8,2026,5,2026,6
43,1,8,1548578,5,5,636001,1,30003,1411755,0,3,7,2018,2057005,7,2,1,3,1,41,2,3,2,34869,11154,46023,0,1,0,0,2025,6,2026,1,2026,1
57,1,3,2291526,7,7,620001,2,19075,1746655,0,1,9,2017,1940413,10,3,2,4,1,2471,0,3,3,99582,45990,145572,2,0,0,1,2025,8,2026,5,2026,5
50,1,6,565182,2,2,624001,0,39982,2249050,0,2,2,2024,2017727,10,1,3,2,1,674,0,2,2,22259,82970,105229,1,0,0,1,2025,2,2025,12,2025,12
68,0,3,2106137,4,4,625001,0,30961,2406619,2,1,9,2020,362598,9,3,1,0,1,542,1,3,1,10590,71972,82562,4,0,1,0,2025,5,2025,11,2025,11
45,1,4,1506068,2,2,624001,1,33641,2263077,0,0,12,2014,603068,8,3,0,1,1,1993,3,3,2,58043,19911,77954,3,0,1,0,2025,12,2026,4,2026,5
61,1,4,213193,1,1,641001,3,13974,1327583,2,1,9,2014,892306,11,3,3,3,1,1687,1,3,4,16535,98705,115240,2,0,1,0,2025,2,2025,6,2025,7
57,1,8,1961051,7,7,620001,2,21062,542035,1,0,12,2017,1139296,5,3,1,4,1,9,2,0,1,18223,31294,49517,1,0,0,0,2025,5,2025,10,2025,10
74,0,0,481233,7,7,620001,3,8288,2260786,2,4,5,2025,947265,11,3,3,4,1,3339,1,0,3,113086,23395,136481,2,1,1,0,2025,11,2026,4,2026,5
72,0,7,612597,7,7,620001,1,35130,2976845,0,4,4,2019,921542,0,0,1,2,1,3146,0,0,2,90001,43240,133241,4,0,1,1,2025,1,2025,4,2025,4
52,1,8,1548161,3,3,638001,2,26960,2289834,2,2,1,2013,2228150,2,2,0,2,0,4079,2,0,0,155497,88654,244151,1,1,0,1,2025,7,2026,5,2026,6
44,0,7,1412030,6,6,613001,0,23640,2776733,1,3,8,2014,910587,8,1,1,3,1,250,2,1,2,194535,98447,292982,2,0,1,0,2025,7,2025,8,2025,8
62,1,2,1958914,0,0,600001,2,6315,1210160,2,4,6,2024,964536,1,1,1,3,1,3775,0,1,0,117510,91098,208608,1,0,0,1,2025,10,2026,8,2026,9
72,1,1,468627,2,2,624001,3,32933,1136102,0,0,14,2016,1369129,2,1,0,0,1,738,3,3,4,191799,42863,234662,4,0,1,0,2025,12,2026,9,2026,9
42,0,8,1955047,2,2,624001,0,34189,2053604,2,2,1,2025,2481376,11,0,2,0,1,1028,1,0,1,13658,21893,35551,0,0,0,0,2025,7,2026,6,2026,6
33,0,1,258499,8,8,641601,1,33195,1102259,2,4,4,2021,1895012,3,1,1,3,1,1151,1,0,0,190328,88758,279086,3,0,1,0,2025,6,2026,2,2026,2
47,1,3,2443513,3,3,638001,1,27724,2383138,0,2,10,2022,2059711,11,1,0,0,1,338,0,3,2,193979,63044,257023,2,0,1,1,2025,7,2026,1,2026,1
34,1,8,861373,4,4,625001,0,13661,2248274,0,1,13,2015,2135475,7,3,0,1,1,3602,3,3,4,214526,71236,285762,0,0,1,0,2025,1,2025,12,2025,12
23,1,6,1427707,4,4,625001,0,14312,368284,2,2,10,2018,1546890,8,1,2,2,1,891,0,1,3,239429,15743,255172,0,1,1,1,2025,3,2026,2,2026,2
53,0,1,1399275,8,8,641601,2,28804,584327,2,2,1,2025,719210,0,3,3,1,1,1450,0,1,3,35764,29624,65388,4,0,1,1,2025,8,2026,3,2026,3
25,1,0,1355648,8,8,641601,1,35549,650524,2,4,5,2022,450218,11,1,2,2,1,3551,1,2,3,162814,54687,217501,2,0,0,0,2025,3,2026,2,2026,2
51,1,8,1211802,6,6,613001,1,23465,1641795,0,0,12,2024,1905901,9,1,0,0,1,141,0,0,4,61843,87991,149834,0,0,1,1,2025,9,2026,8,2026,8
73,0,4,1536280,1,1,641001,3,31780,1485086,1,0,12,2015,1328181,6,1,3,3,0,4079,1,3,1,236338,25199,261537,0,0,0,1,2025,2,2026,1,2026,1
19,0,8,2011209,5,5,636001,1,12898,1059360,0,1,9,2018,509093,3,2,2,4,0,4079,0,2,3,139277,88440,227717,2,0,0,1,2025,12,2026,8,2026,8
69,0,0,1362796,0,0,600001,2,35738,2601317,1,0,14,2020,2374359,4,1,1,4,1,3768,3,3,0,157970,36913,194883,5,0,0,0,2025,7,2025,12,2025,12
26,0,2,1900582,6,6,613001,2,29702,1589782,0,4,6,2020,2414475,0,3,3,2,1,3717,2,2,1,224997,35442,260439,2,0,0,0,2025,7,2026,5,2026,5
56,1,2,2489653,1,1,641001,0,6497,1983548,1,1,11,2025,1006067,2,2,0,0,1,941,3,2,4,49333,10780,60113,2,0,0,0,2025,9,2026,2,2026,2
68,0,3,1937214,5,5,636001,3,26707,2551888,1,0,3,2017,1076706,1,1,3,0,0,4079,1,1,4,78192,93804,171996,0,0,0,1,2025,7,2026,3,2026,3
56,0,1,2071508,9,9,632001,1,6708,1531764,0,0,12,2019,1342432,8,2,3,4,1,3312,3,3,2,69592,38353,107945,1,0,0,0,2025,12,2026,7,2026,7
29,1,7,2217498,6,6,613001,3,25870,1676020,2,0,12,2024,957638,6,1,3,4,1,1529,3,2,0,139635,15024,154659,1,0,1,0,2025,2,2025,10,2025,10
59,0,4,1920468,4,4,625001,0,34691,748993,2,0,3,2016,696376,1,0,1,0,1,2827,1,0,2,170979,56980,227959,5,0,0,0,2025,1,2025,6,2025,6
25,0,0,763864,9,9,632001,1,9907,2003759,0,0,14,2012,1688463,10,3,1,1,1,290,2,2,1,91450,30110,121560,1,0,0,0,2025,1,2025,2,2025,3
42,0,7,1820425,7,7,620001,1,23599,1419692,0,2,1,2022,2024474,6,3,2,0,1,1315,3,3,0,217485,54,217539,5,0,1,0,2025,5,2025,7,2025,7
60,1,0,402760,4,4,625001,2,32706,2246032,0,3,0,2023,1155750,7,0,0,0,1,2349,3,0,3,123317,77032,200349,0,0,0,0,2025,12,2026,3,2026,3
29,0,1,2488344,6,6,613001,1,7925,639163,2,3,7,2022,439931,9,3,2,3,1,1774,0,3,0,168911,90332,259243,3,0,1,1,2025,9,2025,12,2026,1
23,0,3,2157112,5,5,636001,1,35660,1295087,0,0,3,2017,393482,11,3,1,2,1,581,2,1,0,171656,78212,249868,1,0,1,0,2025,11,2026,3,2026,3
24,1,0,1051253,9,9,632001,1,24258,451904,1,1,11,2020,1564737,2,1,3,2,1,3800,1,3,4,156162,35353,191515,2,0,1,0,2025,7,2026,5,2026,5
56,0,1,2116745,7,7,620001,1,32752,738015,2,0,14,2014,1176068,1,1,0,1,1,1928,3,1,1,12980,97979,110959,4,0,1,0,2025,10,2026,8,2026,8
72,1,4,1123018,8,8,641601,0,28967,2061772,1,0,12,2014,2002484,7,1,0,2,1,2776,1,1,0,79537,96350,175887,3,0,1,0,2025,11,2026,2,2026,3
33,1,0,977277,4,4,625001,2,4085,1910897,1,2,10,2019,726247,8,1,3,4,1,3057,2,0,1,237619,87577,325196,4,0,0,0,2025,8,2026,6,2026,6
32,0,5,1126840,7,7,620001,1,29066,2818991,2,4,5,2012,1471294,2,0,2,1,0,4079,3,1,3,154954,17010,171964,1,0,1,1,2025,8,2026,5,2026,5
34,1,8,1579968,8,8,641601,2,25580,1837845,2,3,7,2013,1497629,0,3,2,4,1,3973,1,2,1,108377,25695,134072,3,0,1,0,2025,10,2026,4,2026,4
50,0,4,2463251,0,0,600001,1,16162,2020097,2,2,1,2021,2144825,4,1,2,3,1,2804,3,1,0,125462,80661,206123,5,0,0,0,2025,9,2026,1,2026,2
46,0,0,413018,1,1,641001,0,20061,704657,2,0,14,2012,1502750,2,0,1,2,1,3029,0,0,4,222015,82221,304236,1,0,0,1,2025,7,2025,8,2025,8
70,1,5,1730302,2,2,624001,3,25624,1339217,2,4,4,2024,1923459,0,1,0,2,0,4079,3,1,0,55317,70777,126094,0,0,0,0,2025,7,2026,5,2026,5
49,1,3,1102305,0,0,600001,3,6945,905100,1,2,1,2013,1350619,7,3,2,3,1,2639,3,3,1,87294,43920,131214,0,0,0,0,2025,7,2026,3,2026,3
34,1,1,2074808,0,0,600001,3,13434,1020481,2,4,4,2025,1534687,10,2,1,1,1,2991,3,0,1,184289,17280,201569,2,0,1,0,2025,3,2025,7,2025,7
65,1,3,1626067,5,5,636001,0,35022,2550621,0,4,6,2013,474260,11,0,3,4,0,4079,1,2,4,82462,45146,127608,0,0,0,0,2025,8,2025,9,2025,10
18,0,2,417970,2,2,624001,3,9456,2579270,1,0,12,2017,2000708,11,0,1,3,1,1023,2,3,1,76947,85350,162297,0,0,1,0,2025,12,2026,4,2026,4
24,1,6,1277431,3,3,638001,1,16669,880250,0,3,8,2014,1214441,5,0,3,4,1,2169,1,3,1,79417,48759,128176,1,0,0,0,2025,2,2025,12,2025,12
75,0,2,360927,3,3,638001,1,31754,936681,2,0,12,2022,915353,12,3,3,1,1,2502,1,1,4,202551,23712,226263,3,0,1,0,2025,7,2025,8,2025,9
66,1,4,1754027,0,0,600001,0,27138,1429240,0,0,12,2025,1550720,6,2,1,1,1,3792,1,3,1,146113,93270,239383,5,0,1,0,2025,4,2025,12,2025,12
75,0,2,1118672,2,2,624001,3,14895,2006752,0,0,3,2024,2399899,11,2,0,0,1,3138,2,1,4,221135,95251,316386,3,0,0,0,2025,7,2025,9,2025,10
23,1,1,900131,6,6,613001,3,38080,1926182,2,1,13,2015,590224,4,1,0,3,1,549,2,1,0,37521,30230,67751,4,0,0,0,2025,3,2026,1,2026,1
47,0,4,1899531,4,4,625001,1,14524,2861056,0,3,7,2021,1357824,8,1,0,3,1,3094,0,1,3,21376,96334,117710,3,0,1,1,2025,8,2026,4,2026,4
67,1,0,1133934,0,0,600001,1,23802,2112507,1,2,10,2022,2253602,0,3,2,2,0,4079,1,3,3,99880,7989,107869,1,0,1,0,2025,7,2025,9,2025,9
46,1,0,1127663,5,5,636001,0,11912,2805939,2,3,8,2025,962743,6,3,0,4,1,3828,2,2,0,29750,10165,39915,5,0,1,0,2025,10,2026,6,2026,6
27,0,4,2499258,7,7,620001,2,29943,1439763,0,4,4,2018,1581887,1,2,0,2,1,3671,1,1,4,238567,73322,311889,1,0,1,0,2025,7,2026,4,2026,4
74,1,8,825684,7,7,620001,3,27960,1811654,0,0,14,2023,752279,3,2,0,4,0,4079,1,0,3,177940,53156,231096,3,0,0,1,2025,4,2026,2,2026,2
56,1,2,865163,6,6,613001,2,23132,1282713,0,4,6,2013,1903184,11,1,1,3,1,3649,2,1,4,224463,28233,252696,5,0,1,0,2025,11,2026,5,2026,6
59,1,0,1531009,4,4,625001,1,28774,2347878,2,0,14,2014,1344490,6,2,3,3,1,2447,2,3,3,62709,9237,71946,5,1,0,1,2025,10,2026,7,2026,7
53,1,2,1689492,9,9,632001,2,14465,566989,2,1,9,2017,2050486,7,0,1,3,1,782,1,1,1,53511,31596,85107,3,0,0,0,2025,9,2026,5,2026,5
75,1,6,1510600,4,4,625001,1,8164,2199557,1,2,1,2018,2150713,3,1,0,2,1,858,3,2,3,243190,84647,327837,0,0,1,0,2025,11,2026,2,2026,2
42,1,4,204540,0,0,600001,3,12787,1756402,0,2,2,2015,504338,5,3,3,0,1,1930,0,1,3,101904,86476,188380,5,0,1,1,2025,10,2026,4,2026,5
25,1,4,737626,1,1,641001,1,35131,2130198,0,3,7,2015,2159704,12,1,1,2,1,1535,0,3,1,226655,65007,291662,3,0,0,1,2025,4,2025,5,2025,6
47,1,3,1393767,9,9,632001,3,20041,1147195,1,3,8,2020,1186888,1,1,2,4,1,2702,1,1,3,95503,68104,163607,1,0,0,0,2025,3,2026,1,2026,1
49,1,4,620567,5,5,636001,0,6648,1058801,2,2,10,2021,617890,7,2,0,3,1,1528,3,2,3,204187,18327,222514,2,0,0,0,2025,6,2025,9,2025,9
32,0,4,1801962,6,6,613001,1,11438,1073747,0,3,7,2021,1954067,12,0,3,1,1,1597,0,3,0,241213,51604,292817,0,0,0,1,2025,10,2026,3,2026,3
71,0,4,1874630,0,0,600001,1,13191,2053420,2,0,12,2014,373348,3,1,0,2,1,609,0,1,2,209516,68766,278282,3,0,0,1,2025,9,2026,7,2026,7
69,1,6,2156569,7,7,620001,3,30621,798380,1,0,12,2017,506974,2,0,2,2,1,1242,1,0,1,156044,72457,228501,2,1,0,0,2025,2,2025,9,2025,9
57,1,3,1378607,0,0,600001,2,22923,1422833,1,4,5,2015,2254716,4,0,1,0,1,2463,0,0,4,23535,41335,64870,1,0,1,1,2025,8,2026,4,2026,4
44,0,2,2372078,7,7,620001,3,26132,2068839,0,2,10,2017,2169249,12,0,0,4,1,3694,2,2,3,42010,11791,53801,4,0,1,0,2025,5,2025,7,2025,7
46,0,0,2352591,4,4,625001,0,34783,2009864,2,0,3,2017,2162991,8,2,0,3,0,4079,0,0,1,219023,42203,261226,5,0,1,1,2025,5,2026,2,2026,2
42,1,5,1408241,0,0,600001,2,16031,679123,2,0,3,2021,1614304,11,1,0,3,1,3929,3,3,4,135230,61161,196391,4,0,0,0,2025,6,2026,4,2026,4
60,0,3,2192059,6,6,613001,2,34570,2405322,0,4,5,2025,1335325,5,1,1,3,1,3430,2,0,3,10994,32828,43822,5,0,1,0,2026,1,2026,8,2026,9
54,1,8,1068392,0,0,600001,0,35920,1187268,0,3,0,2015,2196085,6,0,0,3,1,369,1,3,0,226299,37707,264006,2,0,1,0,2025,6,2025,12,2025,12
24,1,4,2043848,1,1,641001,1,4326,781416,1,3,7,2024,2033321,6,2,0,2,1,2252,1,1,0,135399,10873,146272,0,0,1,0,2025,6,2026,4,2026,4
38,1,0,1011207,2,2,624001,0,4342,1187507,0,0,12,2017,2493281,9,1,2,2,1,1334,1,1,3,104377,2380,106757,2,0,0,0,2025,5,2025,5,2025,6
65,1,5,1309452,5,5,636001,1,3128,1692680,0,4,6,2013,747267,0,0,2,2,0,4079,3,1,0,11176,77490,88666,3,0,1,0,2025,1,2025,2,2025,2
61,1,2,1394017,9,9,632001,0,3409,2707216,1,4,5,2023,1253900,7,3,0,0,1,2866,0,2,1,152764,35115,187879,5,0,0,1,2025,7,2025,10,2025,10
32,0,6,714009,3,3,638001,1,37390,1591291,2,1,9,2021,1325327,3,3,0,1,1,1840,1,1,3,137477,2920,140397,4,0,1,0,2025,5,2025,12,2026,1
27,0,8,2026860,3,3,638001,3,33516,992529,0,0,14,2022,1705292,5,1,3,0,1,2435,3,2,1,171398,39003,210401,0,0,0,0,2025,2,2025,6,2025,6
63,1,3,1658656,4,4,625001,0,17237,1813941,1,1,11,2021,977702,12,2,0,0,1,1747,1,0,1,174873,24118,198991,3,0,0,0,2025,1,2025,7,2025,7
70,1,5,1016086,8,8,641601,0,9854,2335048,2,3,8,2023,599946,12,1,0,1,0,4079,1,3,0,183337,1951,185288,4,0,1,1,2025,3,2025,11,2025,11
64,0,7,1883041,6,6,613001,0,39707,778288,0,3,0,2016,1612529,0,3,3,3,1,1103,0,3,3,167292,69547,236839,0,0,0,1,2025,7,2025,12,2025,12
53,1,4,1783264,2,2,624001,3,30736,2113712,1,0,12,2013,920416,5,1,1,4,1,956,3,2,1,183957,81894,265851,0,0,1,0,2025,6,2026,5,2026,5
18,1,5,634738,9,9,632001,0,23497,1971716,2,4,6,2020,322540,8,3,2,1,1,3440,3,2,1,98666,58402,157068,1,0,0,0,2025,5,2025,11,2025,11
53,0,8,1898401,2,2,624001,3,12491,799766,0,3,8,2025,1035931,1,1,3,0,1,3035,1,3,4,109235,50125,159360,2,0,1,0,2025,6,2025,12,2025,12
34,0,6,1938997,8,8,641601,2,20667,1045965,0,2,1,2024,2476977,0,2,3,3,1,3655,3,2,2,202289,91600,293889,5,0,1,0,2025,12,2026,2,2026,2
38,0,2,915705,0,0,600001,0,39800,2840557,2,1,11,2019,854517,1,3,3,3,0,4079,1,0,1,203479,14267,217746,3,0,1,1,2025,7,2026,2,2026,2
26,1,1,1572309,5,5,636001,1,26401,2361907,1,4,4,2020,1959812,12,2,1,1,1,2209,0,0,1,58415,48293,106708,5,1,0,1,2025,9,2026,8,2026,9
55,1,5,1677489,0,0,600001,3,18201,2280435,2,3,7,2025,2016557,12,0,1,2,1,1796,1,1,2,30067,35672,65739,1,0,1,0,2025,5,2026,4,2026,5
47,1,4,672926,2,2,624001,2,13690,847346,2,0,14,2014,875410,3,3,3,1,1,373,2,3,4,246786,75576,322362,5,0,1,0,2025,8,2026,4,2026,4
20,1,1,367555,7,7,620001,3,7153,623258,2,1,9,2024,1055681,12,1,3,0,1,366,2,3,4,95328,36433,131761,1,0,0,0,2025,7,2026,4,2026,4
24,1,8,465275,9,9,632001,1,15720,2660569,2,4,6,2016,1525498,0,1,1,4,0,4079,0,3,1,12846,50804,63650,5,0,1,1,2025,8,2026,2,2026,2
60,1,2,2331331,6,6,613001,2,15802,1981655,2,0,12,2016,1694075,4,1,1,4,1,2123,3,1,4,170335,89143,259478,2,1,1,0,2025,8,2026,2,2026,2
40,1,8,1504325,1,1,641001,2,15708,598771,1,1,9,2020,1673897,7,1,1,3,0,4079,1,2,2,110366,93209,203575,5,0,0,1,2025,4,2025,10,2025,11
55,1,2,2050620,2,2,624001,2,4760,2934492,2,4,6,2025,1092999,2,3,0,0,1,2318,3,2,0,204050,38814,242864,1,0,0,0,2025,12,2026,11,2026,11
25,1,1,2312310,1,1,641001,0,30991,2847029,1,2,1,2017,739193,11,1,2,3,1,320,3,2,0,194934,39834,234768,4,0,1,0,2025,1,2025,7,2025,8
59,0,4,187230,6,6,613001,3,4049,670688,0,1,13,2023,1120358,12,3,0,2,1,3898,1,0,0,235733,58635,294368,5,0,1,0,2025,4,2025,6,2025,6
37,1,2,1898744,6,6,613001,1,16249,688852,2,2,1,2016,1404588,0,1,3,0,1,3207,3,1,3,116078,73419,189497,4,0,0,0,2025,2,2025,2,2025,2
35,0,6,1992676,8,8,641601,2,25538,2189615,2,2,2,2017,917340,8,1,1,4,1,2717,1,3,1,161743,25099,186842,0,0,1,0,2025,3,2025,6,2025,6
45,1,3,539639,4,4,625001,1,29929,988018,2,0,3,2020,1261504,0,0,3,2,1,3242,1,3,2,166011,57826,223837,2,0,1,0,2025,12,2026,8,2026,8
39,0,1,1515974,1,1,641001,0,19432,1346723,0,3,7,2012,1037563,1,2,0,0,0,4079,0,1,4,70089,88266,158355,3,0,0,1,2025,6,2026,1,2026,1
43,0,1,1705857,4,4,625001,0,11795,2664669,1,4,6,2016,599073,5,1,0,4,1,449,0,0,4,43319,60869,104188,3,0,0,1,2025,1,2025,4,2025,4
49,1,7,2475245,6,6,613001,2,3389,1311705,2,1,9,2014,1202413,10,0,0,2,1,1423,1,1,4,121725,66251,187976,4,0,1,0,2025,7,2026,4,2026,4
67,0,3,248331,4,4,625001,0,35475,2080938,2,1,9,2017,415605,0,0,1,2,1,243,1,1,3,111932,29177,141109,5,0,1,0,2025,3,2025,6,2025,6
19,0,2,1998111,9,9,632001,2,39965,2503500,1,1,13,2024,1283591,3,3,3,3,1,3232,2,2,4,152734,4555,157289,5,0,0,0,2025,11,2025,12,2025,12
21,0,8,564401,6,6,613001,2,16280,1613711,0,3,0,2017,1263288,0,3,2,2,1,732,0,3,2,186828,59168,245996,5,1,1,1,2025,6,2026,6,2026,6
37,0,7,412352,8,8,641601,2,18078,1389635,0,4,5,2012,1062709,11,1,0,2,1,1048,3,1,1,193459,39792,233251,3,0,1,0,2025,9,2026,8,2026,8
33,0,3,554786,8,8,641601,3,27642,1669431,0,3,7,2015,1010018,11,2,3,2,1,3605,1,2,2,165516,52942,218458,2,0,1,0,2025,10,2025,10,2025,11
35,1,5,367248,1,1,641001,0,16771,922794,2,1,9,2020,1334431,12,2,2,3,1,1356,1,0,4,137774,94850,232624,0,0,1,0,2025,5,2025,8,2025,8
32,0,5,453589,4,4,625001,1,38384,2539014,0,3,0,2013,742750,11,0,1,3,1,1490,1,2,1,135976,32674,168650,2,0,1,0,2025,4,2025,6,2025,6
52,1,2,2411318,6,6,613001,0,15130,2968786,2,2,2,2023,1604924,9,0,1,0,1,913,2,2,0,100333,76814,177147,3,0,1,0,2025,6,2025,12,2025,12
37,0,0,636717,7,7,620001,1,27898,1794929,0,3,0,2019,983011,5,3,1,0,1,3596,0,0,3,73725,82330,156055,4,0,1,1,2025,1,2025,9,2025,9
33,0,6,677024,5,5,636001,0,30538,2822498,2,4,4,2015,1616643,5,0,0,3,1,1301,0,2,0,249940,55800,305740,2,0,1,1,2025,11,2026,5,2026,5
71,0,4,1160034,7,7,620001,2,37068,1196424,0,1,11,2018,2179876,7,0,1,2,1,3715,3,0,0,131239,40301,171540,0,0,0,0,2025,3,2025,12,2025,12
73,1,7,768932,1,1,641001,2,5468,1384316,2,4,6,2024,1653956,5,3,3,0,1,381,1,1,4,222469,32552,255021,1,0,0,0,2025,5,2026,3,2026,3
53,1,2,2024015,1,1,641001,3,21725,1487716,1,3,8,2017,1490032,0,0,1,3,1,2854,2,0,0,60541,13458,73999,2,0,0,0,2025,4,2025,5,2025,5
73,1,0,2295563,7,7,620001,3,28286,622028,1,0,14,2012,441347,3,1,3,3,1,2170,0,0,1,104019,52816,156835,1,1,1,1,2025,10,2026,9,2026,9
65,1,4,585387,6,6,613001,3,17959,2233617,2,0,3,2023,348934,4,1,2,1,1,1089,3,3,3,39548,9235,48783,1,0,1,0,2025,7,2025,11,2025,11
32,1,2,1787412,2,2,624001,0,5161,2163206,1,3,7,2016,1191241,8,2,3,3,1,2009,2,0,4,86909,76970,163879,3,0,1,0,2025,12,2026,8,2026,8
47,1,3,2173015,1,1,641001,1,23088,1246849,1,4,5,2022,1849384,9,0,2,1,1,130,0,3,3,67187,31963,99150,5,0,1,1,2025,3,2026,1,2026,2
31,0,3,565802,2,2,624001,1,16547,1764779,2,3,8,2017,846005,10,1,0,4,0,4079,2,3,2,127056,94459,221515,2,0,0,1,2025,8,2026,7,2026,8
71,1,4,1389663,0,0,600001,3,27564,444001,1,3,0,2018,1139920,12,1,0,1,1,314,0,1,3,110473,32576,143049,5,0,1,1,2025,5,2025,6,2025,7
59,0,6,2246186,3,3,638001,3,4797,1143920,2,2,10,2021,2006276,1,0,3,4,1,1214,3,2,3,74547,42512,117059,0,0,1,0,2025,2,2025,8,2025,8
67,1,8,2098913,4,4,625001,3,32564,2918946,0,3,7,2022,984475,6,3,1,1,1,1036,2,2,3,136941,86820,223761,4,0,0,0,2025,9,2026,7,2026,8
39,1,2,821581,2,2,624001,3,20059,2100471,1,1,13,2015,1437423,1,0,0,2,1,3729,3,0,2,146032,7144,153176,1,0,1,0,2025,11,2026,7,2026,7
25,1,5,2162395,3,3,638001,2,3084,2054336,0,2,10,2019,1657107,1,0,0,4,1,1409,2,2,0,51880,1254,53134,4,0,0,0,2025,4,2025,6,2025,6
41,0,3,1485037,3,3,638001,1,18690,2154402,1,2,1,2024,1868709,8,0,1,0,0,4079,0,2,0,91945,45866,137811,2,0,1,1,2025,9,2025,9,2025,9
21,0,8,2013957,2,2,624001,1,11113,2656428,2,4,5,2022,1080870,12,0,3,0,1,3783,2,2,2,17684,83072,100756,2,0,1,0,2025,8,2026,3,2026,3
31,0,2,1803977,5,5,636001,3,36203,1260394,1,0,12,2012,1382240,9,2,0,0,1,2752,2,0,4,58662,26627,85289,1,0,0,0,2025,2,2026,1,2026,1
70,0,5,1720035,1,1,641001,3,13168,1677369,0,2,1,2023,1510202,1,2,0,0,1,1576,1,2,3,27343,95718,123061,5,0,0,0,2025,8,2026,7,2026,7
67,0,0,2497863,1,1,641001,1,29123,1758863,0,0,3,2019,669810,0,3,2,2,1,152,3,1,2,66492,9873,76365,4,0,1,0,2025,8,2026,1,2026,1
23,0,8,1491302,7,7,620001,1,36227,2181323,2,3,7,2022,1339361,4,2,3,4,1,1681,0,2,2,208466,19041,227507,4,0,0,1,2025,12,2026,5,2026,5
62,1,7,2143406,4,4,625001,1,36929,394329,1,1,13,2014,1283082,7,3,0,3,1,848,2,1,4,118913,2631,121544,5,0,1,0,2025,7,2026,3,2026,3
34,1,0,650199,6,6,613001,0,24646,367501,0,2,1,2020,885320,9,1,3,3,1,1387,1,2,1,130090,55636,185726,5,0,0,0,2025,1,2025,5,2025,6
53,0,7,810804,6,6,613001,0,34607,2546875,1,3,8,2018,2097893,12,3,1,0,1,2889,0,3,2,178599,9036,187635,1,0,0,1,2025,4,2026,2,2026,2
28,0,3,794573,7,7,620001,3,10365,1288634,2,2,1,2014,1235073,12,1,0,2,1,3894,2,2,3,202623,86273,288896,3,0,0,0,2025,5,2025,12,2025,12
55,0,1,1000362,6,6,613001,2,30253,559451,2,0,14,2012,2343509,11,0,3,1,1,3561,3,3,1,188862,38833,227695,2,0,1,0,2025,9,2026,4,2026,5
50,0,3,1593752,4,4,625001,3,32996,2510462,0,2,1,2020,1554289,12,2,3,4,1,3892,2,0,3,75840,35219,111059,2,0,0,0,2025,11,2026,8,2026,8
73,1,6,1752620,5,5,636001,2,32289,1645379,2,3,7,2015,1604434,3,3,3,1,0,4079,3,0,1,60663,72903,133566,2,0,0,0,2025,1,2025,7,2025,7
